C:\Bydon (piton)\PP_Lab_2\dataset\2900.jpg, dataset\2900.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\7258.jpg, dataset\7258.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\6082.jpg, dataset\6082.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\9251.jpg, dataset\9251.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\3047.jpg, dataset\3047.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\6252.jpg, dataset\6252.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\5774.jpg, dataset\5774.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\9348.jpg, dataset\9348.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\4086.jpg, dataset\4086.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\6031.jpg, dataset\6031.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\6740.jpg, dataset\6740.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\1859.jpg, dataset\1859.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\299.jpg, dataset\299.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\847.jpg, dataset\847.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\3777.jpg, dataset\3777.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\8817.jpg, dataset\8817.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\1626.jpg, dataset\1626.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\3186.jpg, dataset\3186.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\1352.jpg, dataset\1352.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\2101.jpg, dataset\2101.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\9240.jpg, dataset\9240.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\6781.jpg, dataset\6781.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\3810.jpg, dataset\3810.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\9357.jpg, dataset\9357.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\4415.jpg, dataset\4415.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\9716.jpg, dataset\9716.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\6567.jpg, dataset\6567.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\1645.jpg, dataset\1645.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\3798.jpg, dataset\3798.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\4968.jpg, dataset\4968.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\31.jpg, dataset\31.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\3235.jpg, dataset\3235.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\9030.jpg, dataset\9030.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\6957.jpg, dataset\6957.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\4794.jpg, dataset\4794.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\7000.jpg, dataset\7000.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\6506.jpg, dataset\6506.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\8573.jpg, dataset\8573.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\3421.jpg, dataset\3421.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\6907.jpg, dataset\6907.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\9409.jpg, dataset\9409.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\1730.jpg, dataset\1730.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\7648.jpg, dataset\7648.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\1650.jpg, dataset\1650.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\9477.jpg, dataset\9477.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\5074.jpg, dataset\5074.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\723.jpg, dataset\723.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\5251.jpg, dataset\5251.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\6230.jpg, dataset\6230.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\8533.jpg, dataset\8533.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\3217.jpg, dataset\3217.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\5423.jpg, dataset\5423.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\4880.jpg, dataset\4880.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\2481.jpg, dataset\2481.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\5274.jpg, dataset\5274.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\7526.jpg, dataset\7526.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\4147.jpg, dataset\4147.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\137.jpg, dataset\137.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\8464.jpg, dataset\8464.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\945.jpg, dataset\945.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\679.jpg, dataset\679.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\1852.jpg, dataset\1852.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\1741.jpg, dataset\1741.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\7374.jpg, dataset\7374.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\475.jpg, dataset\475.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\1476.jpg, dataset\1476.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\6208.jpg, dataset\6208.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\6014.jpg, dataset\6014.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\8589.jpg, dataset\8589.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\4486.jpg, dataset\4486.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\3414.jpg, dataset\3414.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\4271.jpg, dataset\4271.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\2440.jpg, dataset\2440.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\841.jpg, dataset\841.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\9880.jpg, dataset\9880.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\1282.jpg, dataset\1282.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\211.jpg, dataset\211.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\720.jpg, dataset\720.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\1266.jpg, dataset\1266.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\4123.jpg, dataset\4123.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\3564.jpg, dataset\3564.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\940.jpg, dataset\940.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\6950.jpg, dataset\6950.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\6366.jpg, dataset\6366.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\2127.jpg, dataset\2127.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\5527.jpg, dataset\5527.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\2495.jpg, dataset\2495.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\5953.jpg, dataset\5953.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\1990.jpg, dataset\1990.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\9266.jpg, dataset\9266.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\5076.jpg, dataset\5076.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\8045.jpg, dataset\8045.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\1332.jpg, dataset\1332.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\9969.jpg, dataset\9969.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\7213.jpg, dataset\7213.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\188.jpg, dataset\188.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\5187.jpg, dataset\5187.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\2828.jpg, dataset\2828.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\3296.jpg, dataset\3296.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\8137.jpg, dataset\8137.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\7073.jpg, dataset\7073.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\2524.jpg, dataset\2524.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\5078.jpg, dataset\5078.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\2650.jpg, dataset\2650.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\1789.jpg, dataset\1789.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\3568.jpg, dataset\3568.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\6585.jpg, dataset\6585.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\5820.jpg, dataset\5820.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\9011.jpg, dataset\9011.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\8668.jpg, dataset\8668.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\1330.jpg, dataset\1330.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\5849.jpg, dataset\5849.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\6233.jpg, dataset\6233.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\8763.jpg, dataset\8763.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\3602.jpg, dataset\3602.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\7718.jpg, dataset\7718.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\2339.jpg, dataset\2339.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\2499.jpg, dataset\2499.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\1043.jpg, dataset\1043.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\5572.jpg, dataset\5572.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\8727.jpg, dataset\8727.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\4722.jpg, dataset\4722.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\8465.jpg, dataset\8465.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\96.jpg, dataset\96.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\1606.jpg, dataset\1606.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\1438.jpg, dataset\1438.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\8903.jpg, dataset\8903.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\3160.jpg, dataset\3160.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\392.jpg, dataset\392.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\5582.jpg, dataset\5582.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\8857.jpg, dataset\8857.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\8388.jpg, dataset\8388.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\8949.jpg, dataset\8949.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\7202.jpg, dataset\7202.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\2459.jpg, dataset\2459.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\3430.jpg, dataset\3430.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\4927.jpg, dataset\4927.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\8856.jpg, dataset\8856.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\2767.jpg, dataset\2767.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\8632.jpg, dataset\8632.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\8979.jpg, dataset\8979.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\5285.jpg, dataset\5285.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\25.jpg, dataset\25.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\3934.jpg, dataset\3934.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\1111.jpg, dataset\1111.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\2470.jpg, dataset\2470.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\5093.jpg, dataset\5093.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\6677.jpg, dataset\6677.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\305.jpg, dataset\305.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\9034.jpg, dataset\9034.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\6218.jpg, dataset\6218.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\1848.jpg, dataset\1848.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\7544.jpg, dataset\7544.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\6532.jpg, dataset\6532.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\7056.jpg, dataset\7056.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\3327.jpg, dataset\3327.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\1013.jpg, dataset\1013.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\2492.jpg, dataset\2492.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\899.jpg, dataset\899.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\4943.jpg, dataset\4943.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\5908.jpg, dataset\5908.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\6999.jpg, dataset\6999.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\2528.jpg, dataset\2528.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\103.jpg, dataset\103.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\4144.jpg, dataset\4144.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\9968.jpg, dataset\9968.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\8386.jpg, dataset\8386.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\6679.jpg, dataset\6679.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\3575.jpg, dataset\3575.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\7.jpg, dataset\7.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\4473.jpg, dataset\4473.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\4740.jpg, dataset\4740.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\7266.jpg, dataset\7266.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\7226.jpg, dataset\7226.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\9627.jpg, dataset\9627.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\8073.jpg, dataset\8073.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\3795.jpg, dataset\3795.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\682.jpg, dataset\682.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\7682.jpg, dataset\7682.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\970.jpg, dataset\970.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\4907.jpg, dataset\4907.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\3144.jpg, dataset\3144.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\9626.jpg, dataset\9626.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\5036.jpg, dataset\5036.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\6912.jpg, dataset\6912.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\7260.jpg, dataset\7260.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\6500.jpg, dataset\6500.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\2319.jpg, dataset\2319.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\1112.jpg, dataset\1112.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\4618.jpg, dataset\4618.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\2238.jpg, dataset\2238.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\821.jpg, dataset\821.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\6922.jpg, dataset\6922.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\6212.jpg, dataset\6212.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\1932.jpg, dataset\1932.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\4711.jpg, dataset\4711.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\7888.jpg, dataset\7888.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\4272.jpg, dataset\4272.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\5163.jpg, dataset\5163.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\3392.jpg, dataset\3392.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\1489.jpg, dataset\1489.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\8394.jpg, dataset\8394.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\5383.jpg, dataset\5383.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\5021.jpg, dataset\5021.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\8372.jpg, dataset\8372.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\2369.jpg, dataset\2369.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\8199.jpg, dataset\8199.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\3389.jpg, dataset\3389.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\217.jpg, dataset\217.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\8091.jpg, dataset\8091.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\6663.jpg, dataset\6663.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\7689.jpg, dataset\7689.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\7274.jpg, dataset\7274.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\556.jpg, dataset\556.jpg, Dog
