C:\Bydon (piton)\PP_Lab_2\dataset\cat_0000.jpg, dataset\cat_0000.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0578.jpg, dataset\dog_0578.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0579.jpg, dataset\dog_0579.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0580.jpg, dataset\dog_0580.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0581.jpg, dataset\dog_0581.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0582.jpg, dataset\dog_0582.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0583.jpg, dataset\dog_0583.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0584.jpg, dataset\dog_0584.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0585.jpg, dataset\dog_0585.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0586.jpg, dataset\dog_0586.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0587.jpg, dataset\dog_0587.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0588.jpg, dataset\dog_0588.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0589.jpg, dataset\dog_0589.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0590.jpg, dataset\dog_0590.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0591.jpg, dataset\dog_0591.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0592.jpg, dataset\dog_0592.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0593.jpg, dataset\dog_0593.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0594.jpg, dataset\dog_0594.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0595.jpg, dataset\dog_0595.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0596.jpg, dataset\dog_0596.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0597.jpg, dataset\dog_0597.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0598.jpg, dataset\dog_0598.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0599.jpg, dataset\dog_0599.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0600.jpg, dataset\dog_0600.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0601.jpg, dataset\dog_0601.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0602.jpg, dataset\dog_0602.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0603.jpg, dataset\dog_0603.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0604.jpg, dataset\dog_0604.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0605.jpg, dataset\dog_0605.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0606.jpg, dataset\dog_0606.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0607.jpg, dataset\dog_0607.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0608.jpg, dataset\dog_0608.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0609.jpg, dataset\dog_0609.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0610.jpg, dataset\dog_0610.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0611.jpg, dataset\dog_0611.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0612.jpg, dataset\dog_0612.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0613.jpg, dataset\dog_0613.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0614.jpg, dataset\dog_0614.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0615.jpg, dataset\dog_0615.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0616.jpg, dataset\dog_0616.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0617.jpg, dataset\dog_0617.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0618.jpg, dataset\dog_0618.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0619.jpg, dataset\dog_0619.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0620.jpg, dataset\dog_0620.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0621.jpg, dataset\dog_0621.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0622.jpg, dataset\dog_0622.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0623.jpg, dataset\dog_0623.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0624.jpg, dataset\dog_0624.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0625.jpg, dataset\dog_0625.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0626.jpg, dataset\dog_0626.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0627.jpg, dataset\dog_0627.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0628.jpg, dataset\dog_0628.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0629.jpg, dataset\dog_0629.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0630.jpg, dataset\dog_0630.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0631.jpg, dataset\dog_0631.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0632.jpg, dataset\dog_0632.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0633.jpg, dataset\dog_0633.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0634.jpg, dataset\dog_0634.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0635.jpg, dataset\dog_0635.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0636.jpg, dataset\dog_0636.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0637.jpg, dataset\dog_0637.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0638.jpg, dataset\dog_0638.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0639.jpg, dataset\dog_0639.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0640.jpg, dataset\dog_0640.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0641.jpg, dataset\dog_0641.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0642.jpg, dataset\dog_0642.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0643.jpg, dataset\dog_0643.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0644.jpg, dataset\dog_0644.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0645.jpg, dataset\dog_0645.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0646.jpg, dataset\dog_0646.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0647.jpg, dataset\dog_0647.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0648.jpg, dataset\dog_0648.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0649.jpg, dataset\dog_0649.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0650.jpg, dataset\dog_0650.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0651.jpg, dataset\dog_0651.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0652.jpg, dataset\dog_0652.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0653.jpg, dataset\dog_0653.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0654.jpg, dataset\dog_0654.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0655.jpg, dataset\dog_0655.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0656.jpg, dataset\dog_0656.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0657.jpg, dataset\dog_0657.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0658.jpg, dataset\dog_0658.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0659.jpg, dataset\dog_0659.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0660.jpg, dataset\dog_0660.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0661.jpg, dataset\dog_0661.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0662.jpg, dataset\dog_0662.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0663.jpg, dataset\dog_0663.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0664.jpg, dataset\dog_0664.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0665.jpg, dataset\dog_0665.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0666.jpg, dataset\dog_0666.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0667.jpg, dataset\dog_0667.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0668.jpg, dataset\dog_0668.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0669.jpg, dataset\dog_0669.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0670.jpg, dataset\dog_0670.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0671.jpg, dataset\dog_0671.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0672.jpg, dataset\dog_0672.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0673.jpg, dataset\dog_0673.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0674.jpg, dataset\dog_0674.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0675.jpg, dataset\dog_0675.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0676.jpg, dataset\dog_0676.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0677.jpg, dataset\dog_0677.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0678.jpg, dataset\dog_0678.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0679.jpg, dataset\dog_0679.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0680.jpg, dataset\dog_0680.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0681.jpg, dataset\dog_0681.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0682.jpg, dataset\dog_0682.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0683.jpg, dataset\dog_0683.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0684.jpg, dataset\dog_0684.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0685.jpg, dataset\dog_0685.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0686.jpg, dataset\dog_0686.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0687.jpg, dataset\dog_0687.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0688.jpg, dataset\dog_0688.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0689.jpg, dataset\dog_0689.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0690.jpg, dataset\dog_0690.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0691.jpg, dataset\dog_0691.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0692.jpg, dataset\dog_0692.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0693.jpg, dataset\dog_0693.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0694.jpg, dataset\dog_0694.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0695.jpg, dataset\dog_0695.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0696.jpg, dataset\dog_0696.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0697.jpg, dataset\dog_0697.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0698.jpg, dataset\dog_0698.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0699.jpg, dataset\dog_0699.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0700.jpg, dataset\dog_0700.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0701.jpg, dataset\dog_0701.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0702.jpg, dataset\dog_0702.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0703.jpg, dataset\dog_0703.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0704.jpg, dataset\dog_0704.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0705.jpg, dataset\dog_0705.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0706.jpg, dataset\dog_0706.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0707.jpg, dataset\dog_0707.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0708.jpg, dataset\dog_0708.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0709.jpg, dataset\dog_0709.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0710.jpg, dataset\dog_0710.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0711.jpg, dataset\dog_0711.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0712.jpg, dataset\dog_0712.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0713.jpg, dataset\dog_0713.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0714.jpg, dataset\dog_0714.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0715.jpg, dataset\dog_0715.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0716.jpg, dataset\dog_0716.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0717.jpg, dataset\dog_0717.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0718.jpg, dataset\dog_0718.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0719.jpg, dataset\dog_0719.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0720.jpg, dataset\dog_0720.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0721.jpg, dataset\dog_0721.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0722.jpg, dataset\dog_0722.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0723.jpg, dataset\dog_0723.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0724.jpg, dataset\dog_0724.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0725.jpg, dataset\dog_0725.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0726.jpg, dataset\dog_0726.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0727.jpg, dataset\dog_0727.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0728.jpg, dataset\dog_0728.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0729.jpg, dataset\dog_0729.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0730.jpg, dataset\dog_0730.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0731.jpg, dataset\dog_0731.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0732.jpg, dataset\dog_0732.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0733.jpg, dataset\dog_0733.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0734.jpg, dataset\dog_0734.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0735.jpg, dataset\dog_0735.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0736.jpg, dataset\dog_0736.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0737.jpg, dataset\dog_0737.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0738.jpg, dataset\dog_0738.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0739.jpg, dataset\dog_0739.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0740.jpg, dataset\dog_0740.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0741.jpg, dataset\dog_0741.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0742.jpg, dataset\dog_0742.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0743.jpg, dataset\dog_0743.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0744.jpg, dataset\dog_0744.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0745.jpg, dataset\dog_0745.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0746.jpg, dataset\dog_0746.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0747.jpg, dataset\dog_0747.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0748.jpg, dataset\dog_0748.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0749.jpg, dataset\dog_0749.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0750.jpg, dataset\dog_0750.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0751.jpg, dataset\dog_0751.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0752.jpg, dataset\dog_0752.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0753.jpg, dataset\dog_0753.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0754.jpg, dataset\dog_0754.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0755.jpg, dataset\dog_0755.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0756.jpg, dataset\dog_0756.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0757.jpg, dataset\dog_0757.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0758.jpg, dataset\dog_0758.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0759.jpg, dataset\dog_0759.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0760.jpg, dataset\dog_0760.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0761.jpg, dataset\dog_0761.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0762.jpg, dataset\dog_0762.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0763.jpg, dataset\dog_0763.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0764.jpg, dataset\dog_0764.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0765.jpg, dataset\dog_0765.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0766.jpg, dataset\dog_0766.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0767.jpg, dataset\dog_0767.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0768.jpg, dataset\dog_0768.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0769.jpg, dataset\dog_0769.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0770.jpg, dataset\dog_0770.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0771.jpg, dataset\dog_0771.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0772.jpg, dataset\dog_0772.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0773.jpg, dataset\dog_0773.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0774.jpg, dataset\dog_0774.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0775.jpg, dataset\dog_0775.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0776.jpg, dataset\dog_0776.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0777.jpg, dataset\dog_0777.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0778.jpg, dataset\dog_0778.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0779.jpg, dataset\dog_0779.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0780.jpg, dataset\dog_0780.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0781.jpg, dataset\dog_0781.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0782.jpg, dataset\dog_0782.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0783.jpg, dataset\dog_0783.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0784.jpg, dataset\dog_0784.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0785.jpg, dataset\dog_0785.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0786.jpg, dataset\dog_0786.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0787.jpg, dataset\dog_0787.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0788.jpg, dataset\dog_0788.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0789.jpg, dataset\dog_0789.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0790.jpg, dataset\dog_0790.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0791.jpg, dataset\dog_0791.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0792.jpg, dataset\dog_0792.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0793.jpg, dataset\dog_0793.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0794.jpg, dataset\dog_0794.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0795.jpg, dataset\dog_0795.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0796.jpg, dataset\dog_0796.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0797.jpg, dataset\dog_0797.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0798.jpg, dataset\dog_0798.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0799.jpg, dataset\dog_0799.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0800.jpg, dataset\dog_0800.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0801.jpg, dataset\dog_0801.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0802.jpg, dataset\dog_0802.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0803.jpg, dataset\dog_0803.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0804.jpg, dataset\dog_0804.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0805.jpg, dataset\dog_0805.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0806.jpg, dataset\dog_0806.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0807.jpg, dataset\dog_0807.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0808.jpg, dataset\dog_0808.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0809.jpg, dataset\dog_0809.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0810.jpg, dataset\dog_0810.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0811.jpg, dataset\dog_0811.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0812.jpg, dataset\dog_0812.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0813.jpg, dataset\dog_0813.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0814.jpg, dataset\dog_0814.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0815.jpg, dataset\dog_0815.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0816.jpg, dataset\dog_0816.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0817.jpg, dataset\dog_0817.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0818.jpg, dataset\dog_0818.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0819.jpg, dataset\dog_0819.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0820.jpg, dataset\dog_0820.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0821.jpg, dataset\dog_0821.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0822.jpg, dataset\dog_0822.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0823.jpg, dataset\dog_0823.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0824.jpg, dataset\dog_0824.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0825.jpg, dataset\dog_0825.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0826.jpg, dataset\dog_0826.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0827.jpg, dataset\dog_0827.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0828.jpg, dataset\dog_0828.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0829.jpg, dataset\dog_0829.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0830.jpg, dataset\dog_0830.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0831.jpg, dataset\dog_0831.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0832.jpg, dataset\dog_0832.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0833.jpg, dataset\dog_0833.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0834.jpg, dataset\dog_0834.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0835.jpg, dataset\dog_0835.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0836.jpg, dataset\dog_0836.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0837.jpg, dataset\dog_0837.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0838.jpg, dataset\dog_0838.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0839.jpg, dataset\dog_0839.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0840.jpg, dataset\dog_0840.jpg, Dog
