C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0000.jpg, dataset\Cats\0000.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0501.jpg, dataset\Dogs\0501.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0502.jpg, dataset\Dogs\0502.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0503.jpg, dataset\Dogs\0503.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0504.jpg, dataset\Dogs\0504.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0505.jpg, dataset\Dogs\0505.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0506.jpg, dataset\Dogs\0506.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0507.jpg, dataset\Dogs\0507.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0508.jpg, dataset\Dogs\0508.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0509.jpg, dataset\Dogs\0509.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0510.jpg, dataset\Dogs\0510.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0511.jpg, dataset\Dogs\0511.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0512.jpg, dataset\Dogs\0512.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0513.jpg, dataset\Dogs\0513.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0514.jpg, dataset\Dogs\0514.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0515.jpg, dataset\Dogs\0515.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0516.jpg, dataset\Dogs\0516.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0517.jpg, dataset\Dogs\0517.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0518.jpg, dataset\Dogs\0518.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0519.jpg, dataset\Dogs\0519.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0520.jpg, dataset\Dogs\0520.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0521.jpg, dataset\Dogs\0521.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0522.jpg, dataset\Dogs\0522.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0523.jpg, dataset\Dogs\0523.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0524.jpg, dataset\Dogs\0524.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0525.jpg, dataset\Dogs\0525.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0526.jpg, dataset\Dogs\0526.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0527.jpg, dataset\Dogs\0527.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0528.jpg, dataset\Dogs\0528.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0529.jpg, dataset\Dogs\0529.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0530.jpg, dataset\Dogs\0530.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0531.jpg, dataset\Dogs\0531.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0532.jpg, dataset\Dogs\0532.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0533.jpg, dataset\Dogs\0533.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0534.jpg, dataset\Dogs\0534.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0535.jpg, dataset\Dogs\0535.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0536.jpg, dataset\Dogs\0536.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0537.jpg, dataset\Dogs\0537.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0538.jpg, dataset\Dogs\0538.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0539.jpg, dataset\Dogs\0539.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0540.jpg, dataset\Dogs\0540.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0541.jpg, dataset\Dogs\0541.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0542.jpg, dataset\Dogs\0542.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0543.jpg, dataset\Dogs\0543.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0544.jpg, dataset\Dogs\0544.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0545.jpg, dataset\Dogs\0545.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0546.jpg, dataset\Dogs\0546.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0547.jpg, dataset\Dogs\0547.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0548.jpg, dataset\Dogs\0548.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0549.jpg, dataset\Dogs\0549.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0550.jpg, dataset\Dogs\0550.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0551.jpg, dataset\Dogs\0551.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0552.jpg, dataset\Dogs\0552.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0553.jpg, dataset\Dogs\0553.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0554.jpg, dataset\Dogs\0554.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0555.jpg, dataset\Dogs\0555.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0556.jpg, dataset\Dogs\0556.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0557.jpg, dataset\Dogs\0557.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0558.jpg, dataset\Dogs\0558.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0559.jpg, dataset\Dogs\0559.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0560.jpg, dataset\Dogs\0560.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0561.jpg, dataset\Dogs\0561.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0562.jpg, dataset\Dogs\0562.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0563.jpg, dataset\Dogs\0563.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0564.jpg, dataset\Dogs\0564.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0565.jpg, dataset\Dogs\0565.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0566.jpg, dataset\Dogs\0566.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0567.jpg, dataset\Dogs\0567.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0568.jpg, dataset\Dogs\0568.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0569.jpg, dataset\Dogs\0569.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0570.jpg, dataset\Dogs\0570.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0571.jpg, dataset\Dogs\0571.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0572.jpg, dataset\Dogs\0572.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0573.jpg, dataset\Dogs\0573.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0574.jpg, dataset\Dogs\0574.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0575.jpg, dataset\Dogs\0575.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0576.jpg, dataset\Dogs\0576.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0577.jpg, dataset\Dogs\0577.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0578.jpg, dataset\Dogs\0578.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0579.jpg, dataset\Dogs\0579.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0580.jpg, dataset\Dogs\0580.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0581.jpg, dataset\Dogs\0581.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0582.jpg, dataset\Dogs\0582.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0583.jpg, dataset\Dogs\0583.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0584.jpg, dataset\Dogs\0584.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0585.jpg, dataset\Dogs\0585.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0586.jpg, dataset\Dogs\0586.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0587.jpg, dataset\Dogs\0587.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0588.jpg, dataset\Dogs\0588.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0589.jpg, dataset\Dogs\0589.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0590.jpg, dataset\Dogs\0590.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0591.jpg, dataset\Dogs\0591.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0592.jpg, dataset\Dogs\0592.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0593.jpg, dataset\Dogs\0593.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0594.jpg, dataset\Dogs\0594.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0595.jpg, dataset\Dogs\0595.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0596.jpg, dataset\Dogs\0596.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0597.jpg, dataset\Dogs\0597.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0598.jpg, dataset\Dogs\0598.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0599.jpg, dataset\Dogs\0599.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0600.jpg, dataset\Dogs\0600.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0601.jpg, dataset\Dogs\0601.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0602.jpg, dataset\Dogs\0602.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0603.jpg, dataset\Dogs\0603.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0604.jpg, dataset\Dogs\0604.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0605.jpg, dataset\Dogs\0605.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0606.jpg, dataset\Dogs\0606.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0607.jpg, dataset\Dogs\0607.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0608.jpg, dataset\Dogs\0608.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0609.jpg, dataset\Dogs\0609.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0610.jpg, dataset\Dogs\0610.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0611.jpg, dataset\Dogs\0611.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0612.jpg, dataset\Dogs\0612.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0613.jpg, dataset\Dogs\0613.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0614.jpg, dataset\Dogs\0614.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0615.jpg, dataset\Dogs\0615.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0616.jpg, dataset\Dogs\0616.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0617.jpg, dataset\Dogs\0617.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0618.jpg, dataset\Dogs\0618.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0619.jpg, dataset\Dogs\0619.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0620.jpg, dataset\Dogs\0620.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0621.jpg, dataset\Dogs\0621.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0622.jpg, dataset\Dogs\0622.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0623.jpg, dataset\Dogs\0623.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0624.jpg, dataset\Dogs\0624.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0625.jpg, dataset\Dogs\0625.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0626.jpg, dataset\Dogs\0626.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0627.jpg, dataset\Dogs\0627.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0628.jpg, dataset\Dogs\0628.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0629.jpg, dataset\Dogs\0629.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0630.jpg, dataset\Dogs\0630.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0631.jpg, dataset\Dogs\0631.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0632.jpg, dataset\Dogs\0632.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0633.jpg, dataset\Dogs\0633.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0634.jpg, dataset\Dogs\0634.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0635.jpg, dataset\Dogs\0635.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0636.jpg, dataset\Dogs\0636.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0637.jpg, dataset\Dogs\0637.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0638.jpg, dataset\Dogs\0638.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0639.jpg, dataset\Dogs\0639.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0640.jpg, dataset\Dogs\0640.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0641.jpg, dataset\Dogs\0641.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0642.jpg, dataset\Dogs\0642.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0643.jpg, dataset\Dogs\0643.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0644.jpg, dataset\Dogs\0644.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0645.jpg, dataset\Dogs\0645.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0646.jpg, dataset\Dogs\0646.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0647.jpg, dataset\Dogs\0647.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0648.jpg, dataset\Dogs\0648.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0649.jpg, dataset\Dogs\0649.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0650.jpg, dataset\Dogs\0650.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0651.jpg, dataset\Dogs\0651.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0652.jpg, dataset\Dogs\0652.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0653.jpg, dataset\Dogs\0653.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0654.jpg, dataset\Dogs\0654.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0655.jpg, dataset\Dogs\0655.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0656.jpg, dataset\Dogs\0656.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0657.jpg, dataset\Dogs\0657.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0658.jpg, dataset\Dogs\0658.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0659.jpg, dataset\Dogs\0659.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0660.jpg, dataset\Dogs\0660.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0661.jpg, dataset\Dogs\0661.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0662.jpg, dataset\Dogs\0662.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0663.jpg, dataset\Dogs\0663.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0664.jpg, dataset\Dogs\0664.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0665.jpg, dataset\Dogs\0665.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0666.jpg, dataset\Dogs\0666.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0667.jpg, dataset\Dogs\0667.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0668.jpg, dataset\Dogs\0668.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0669.jpg, dataset\Dogs\0669.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0670.jpg, dataset\Dogs\0670.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0671.jpg, dataset\Dogs\0671.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0672.jpg, dataset\Dogs\0672.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0673.jpg, dataset\Dogs\0673.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0674.jpg, dataset\Dogs\0674.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0675.jpg, dataset\Dogs\0675.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0676.jpg, dataset\Dogs\0676.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0677.jpg, dataset\Dogs\0677.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0678.jpg, dataset\Dogs\0678.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0679.jpg, dataset\Dogs\0679.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0680.jpg, dataset\Dogs\0680.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0681.jpg, dataset\Dogs\0681.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0682.jpg, dataset\Dogs\0682.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0683.jpg, dataset\Dogs\0683.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0684.jpg, dataset\Dogs\0684.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0685.jpg, dataset\Dogs\0685.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0686.jpg, dataset\Dogs\0686.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0687.jpg, dataset\Dogs\0687.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0688.jpg, dataset\Dogs\0688.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0689.jpg, dataset\Dogs\0689.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0690.jpg, dataset\Dogs\0690.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0691.jpg, dataset\Dogs\0691.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0692.jpg, dataset\Dogs\0692.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0693.jpg, dataset\Dogs\0693.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0694.jpg, dataset\Dogs\0694.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0695.jpg, dataset\Dogs\0695.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0696.jpg, dataset\Dogs\0696.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0697.jpg, dataset\Dogs\0697.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0698.jpg, dataset\Dogs\0698.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0699.jpg, dataset\Dogs\0699.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0700.jpg, dataset\Dogs\0700.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0701.jpg, dataset\Dogs\0701.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0702.jpg, dataset\Dogs\0702.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0703.jpg, dataset\Dogs\0703.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0704.jpg, dataset\Dogs\0704.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0705.jpg, dataset\Dogs\0705.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0706.jpg, dataset\Dogs\0706.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0707.jpg, dataset\Dogs\0707.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0708.jpg, dataset\Dogs\0708.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0709.jpg, dataset\Dogs\0709.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0710.jpg, dataset\Dogs\0710.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0711.jpg, dataset\Dogs\0711.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0712.jpg, dataset\Dogs\0712.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0713.jpg, dataset\Dogs\0713.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0714.jpg, dataset\Dogs\0714.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0715.jpg, dataset\Dogs\0715.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0716.jpg, dataset\Dogs\0716.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0717.jpg, dataset\Dogs\0717.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0718.jpg, dataset\Dogs\0718.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0719.jpg, dataset\Dogs\0719.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0720.jpg, dataset\Dogs\0720.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0721.jpg, dataset\Dogs\0721.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0722.jpg, dataset\Dogs\0722.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0723.jpg, dataset\Dogs\0723.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0724.jpg, dataset\Dogs\0724.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0725.jpg, dataset\Dogs\0725.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0726.jpg, dataset\Dogs\0726.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0727.jpg, dataset\Dogs\0727.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0728.jpg, dataset\Dogs\0728.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0729.jpg, dataset\Dogs\0729.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0730.jpg, dataset\Dogs\0730.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0731.jpg, dataset\Dogs\0731.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0732.jpg, dataset\Dogs\0732.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0733.jpg, dataset\Dogs\0733.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0734.jpg, dataset\Dogs\0734.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0735.jpg, dataset\Dogs\0735.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0736.jpg, dataset\Dogs\0736.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0737.jpg, dataset\Dogs\0737.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0738.jpg, dataset\Dogs\0738.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0739.jpg, dataset\Dogs\0739.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0740.jpg, dataset\Dogs\0740.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0741.jpg, dataset\Dogs\0741.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0742.jpg, dataset\Dogs\0742.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0743.jpg, dataset\Dogs\0743.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0744.jpg, dataset\Dogs\0744.jpg, Dog
